,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
353,The Unforgivable,tt11233960,The Unforgivable,Yes,2021-12-10,15000000,112,7900000,The Unforgivable,2021.0,movie,The Unforgivable,The Unforgivable,2021,112,"Crime,Drama,Mystery",The Unforgivable,2021,en,https://image.tmdb.org/t/p/w500/1b3dNFDuE7i05TJlXrIC571yR01.jpg,Drama|Crime,DE
348,Colors of Evil: Red,tt27578157,Colors of Evil: Red // Kolory z_a: Czerwie_,Yes,2024-05-29,14800000,112,7900000,Colors of Evil: Red,2024.0,movie,Colors of Evil: Red,Kolory zla. Czerwien,2024,111,"Crime,Drama,Mystery",Colors of Evil: Red,2024,pl,https://image.tmdb.org/t/p/w500/5NAdIXaF2AhewMFMqFvbxZmDC3M.jpg,Crime|Thriller|Mystery,PL
351,Lou,tt5315210,Lou,Yes,2022-09-23,14300000,107,7900000,Lou,2022.0,movie,Lou,Lou,2022,107,"Action,Adventure,Crime",Lou,2022,en,https://image.tmdb.org/t/p/w500/djM2s4wSaATn4jVB33cV05PEbV7.jpg,Action|Thriller,US
13,Untold: The Liver King,tt36557706,Untold: The Liver King,Yes,2025-05-13,8900000,68,7900000,Untold: The Liver King,2025.0,tvEpisode,The Liver King,The Liver King,2025.0,68.0,"Biography,Crime,Documentary",Untold: The Liver King,2025,en,https://image.tmdb.org/t/p/w500/iLA1XTD0Ns4B0WUy1bSsBLp9Le4.jpg,Documentary,GB
14,Glass Onion: A Knives Out Mystery,tt11564570,Glass Onion: A Knives Out Mystery,Yes,2022-12-23,18300000,140,7800000,Glass Onion: A Knives Out Mystery,2022.0,movie,Glass Onion,Glass Onion,2022.0,139.0,"Comedy,Crime,Drama",Glass Onion: A Knives Out Mystery,2022,en,https://image.tmdb.org/t/p/w500/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,Comedy|Crime|Mystery,US
360,Sumala,tt31592660,Sumala,Yes,,14600000,113,7800000,Sumala,1000.0,movie,Sumala,Sumala,2024,112,"Horror,Thriller",Sumala,2024,id,https://image.tmdb.org/t/p/w500/poWfzIn8bBh21wR3oGA8Oqmq4ie.jpg,Horror|Thriller,ID
357,GTMAX,tt29260436,GTMAX,Yes,2024-11-20,13000000,100,7800000,GTMAX,2024.0,movie,GTMax,GTMax,2024,100,"Action,Crime,Drama",GTMAX,2024,fr,https://image.tmdb.org/t/p/w500/exXm4o4ebjGr7besyFjuRfKDoVf.jpg,Action|Crime,BE
358,Get Hard,tt2561572,Get Hard,No,,13000000,100,7800000,Get Hard,1000.0,movie,Get Hard,Get Hard,2015,100,"Comedy,Crime,Drama",Get Hard,2015,en,https://image.tmdb.org/t/p/w500/rJPbS2cYOYhDCjT5NmW1Fm6gFl3.jpg,Comedy,US
361,Woman of the Hour,tt7737800,Woman of the Hour,No,2024-10-18,12400000,95,7800000,Woman of the Hour,2024.0,movie,Woman of the Hour,Woman of the Hour,2023,95,"Crime,Drama,Mystery",Woman of the Hour,2024,en,https://image.tmdb.org/t/p/w500/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg,Crime|Drama|Thriller,US
367,World War Z,tt0816711,World War Z,No,,15100000,116,7700000,World War Z,1000.0,movie,World War Z,World War Z,2013,116,"Action,Adventure,Horror",World War Z,2013,en,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,Action|Horror|Science Fiction|Thriller,GB
364,The Protege,tt10482864,The Protege,No,,14000000,109,7700000,The Protege,1000.0,movie,The Protege,The Protege,\N,\N,Drama,The Protégé,2021,en,https://image.tmdb.org/t/p/w500/iQUj7MptHUlcXpaMLrqRNZRxGA9.jpg,Action|Thriller,BG
362,Central Intelligence,tt1489889,Central Intelligence,No,,13800000,107,7700000,Central Intelligence,1000.0,movie,Central Intelligence,Central Intelligence,2016,107,"Action,Comedy,Crime",Central Intelligence,2016,en,https://image.tmdb.org/t/p/w500/hXQVMbRNpf7c93e8clMY4W5DRm6.jpg,Action|Comedy,US
363,The Lost Children,tt34058121,The Lost Children // Los nios perdidos,Yes,2024-11-14,12400000,97,7700000,The Lost Children,2024.0,movie,The Lost Children,The Lost Children,2024,96,Documentary,The Lost Children,2024,es,https://image.tmdb.org/t/p/w500/5Te2bKuSyVkqt0m2GdSueU4dfCZ.jpg,Documentary,CO
365,The Road to El Dorado,tt0138749,The Road to El Dorado,No,,11600000,89,7700000,The Road to El Dorado,1000.0,movie,The Road to El Dorado,The Road to El Dorado,2000,89,"Adventure,Animation,Comedy",The Road to El Dorado,2000,en,https://image.tmdb.org/t/p/w500/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,Family|Adventure|Animation|Comedy|Fantasy,US
366,The Wrong Missy,tt9619798,The Wrong Missy,Yes,2020-05-13,11500000,90,7700000,The Wrong Missy,2020.0,movie,The Wrong Missy,The Wrong Missy,2020,90,"Comedy,Romance",The Wrong Missy,2020,en,https://image.tmdb.org/t/p/w500/A2YlIrzypvhS3vTFMcDkG3xLvac.jpg,Comedy|Romance,US
369,Lucky Baskhar,tt27540542,Lucky Baskhar,No,,18700000,148,7600000,Lucky Baskhar,1000.0,movie,Lucky Baskhar,Lucky Baskhar,2024,148,"Crime,Drama,Thriller",Lucky Baskhar,2024,te,https://image.tmdb.org/t/p/w500/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg,Thriller|Crime|Drama,IN
374,The Killer,tt1136617,The Killer,Yes,2023-11-10,15100000,118,7600000,The Killer,2023.0,movie,The Killer,The Killer,2023,118,"Action,Adventure,Crime",The Killer,2023,en,https://image.tmdb.org/t/p/w500/e7Jvsry47JJQruuezjU2X1Z6J77.jpg,Crime|Thriller,US
370,Men in Black: International,tt2283336,Men in Black: International,No,,14500000,115,7600000,Men in Black: International,1000.0,movie,Men in Black: International,Men in Black: International,2019,114,"Action,Adventure,Comedy",Men in Black: International,2019,en,https://image.tmdb.org/t/p/w500/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg,Comedy|Science Fiction|Action|Adventure,CN
371,Project Power,tt7550000,Project Power,Yes,2020-08-14,14400000,113,7600000,Project Power,2020.0,movie,Project Power,Project Power,2020,113,"Action,Crime,Sci-Fi",Project Power,2020,en,https://image.tmdb.org/t/p/w500/TnOeov4w0sTtV2gqICqIxVi74V.jpg,Action|Crime|Science Fiction,US
373,The Great Wall,tt2034800,The Great Wall (2016),No,,13000000,103,7600000,The Great Wall,2016.0,movie,The Great Wall,The Great Wall,2016,103,"Action,Adventure,Fantasy",The Great Wall,2016,en,https://image.tmdb.org/t/p/w500/p70dq1YxabemdZDm5K6Q8G10wSn.jpg,Action|Adventure|Fantasy,CN
376,Venom: Let There Be Carnage,tt7097896,Venom: Let There Be Carnage,No,,12300000,97,7600000,Venom: Let There Be Carnage,1000.0,movie,Venom: Let There Be Carnage,Venom: Let There Be Carnage,2021,97,"Action,Sci-Fi,Thriller",Venom: Let There Be Carnage,2021,en,https://image.tmdb.org/t/p/w500/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg,Science Fiction|Action|Adventure,US
375,Turbo,tt1860353,Turbo (2013),No,,12200000,96,7600000,Turbo,2013.0,movie,Turbo,Turbo,2013,96,"Adventure,Animation,Comedy",Turbo,2013,en,https://image.tmdb.org/t/p/w500/w6GdF5hcnsU5IwaRhyhnysNy5hO.jpg,Animation|Family,US
372,The Biggest Fan,tt31227132,The Biggest Fan // La ms fan,Yes,2025-05-01,11800000,91,7600000,The Biggest Fan,2025.0,movie,The Biggest Fan,The Biggest Fan,2025,91,Comedy,The Biggest Fan,2025,es,https://image.tmdb.org/t/p/w500/wgUmsekYPOt9ZQ8ero91qRnmhQY.jpg,Comedy,FR
368,Happy Gilmore,tt0116483,Happy Gilmore,No,,11700000,92,7600000,Happy Gilmore,1000.0,movie,Happy Gilmore,Happy Gilmore,1996,92,"Comedy,Sport",Happy Gilmore,1996,en,https://image.tmdb.org/t/p/w500/epFP29rGrLPseuKxpz3mGKr23Do.jpg,Comedy,US
378,The Truman Show,tt0120382,The Truman Show,No,,12800000,103,7500000,The Truman Show,1000.0,movie,The Truman Show,The Truman Show,1998,103,"Comedy,Drama",The Truman Show,1998,en,https://image.tmdb.org/t/p/w500/vuza0WqY239yBXOadKlGwJsZJFE.jpg,Comedy|Drama,US
377,Orion and the Dark,tt28066777,Orion and the Dark,Yes,2024-02-02,11700000,90,7500000,Orion and the Dark,2024.0,movie,Orion and the Dark,Orion and the Dark,2024,93,"Adventure,Animation,Comedy",Orion and the Dark,2024,en,https://image.tmdb.org/t/p/w500/N2ddXhBX5kqwA9flbm2yqFtX6b.jpg,Animation|Family|Comedy|Fantasy,US
382,TEST,tt27477888,TEST,Yes,2025-04-04,18100000,146,7400000,TEST,2025.0,movie,Test,Test,2025,145,"Drama,Sport",Test,2025,ta,https://image.tmdb.org/t/p/w500/8jZaBr3dTIW8N4D6F4Cprssfm7V.jpg,Drama|Thriller,IN
379,Father Stu,tt14439896,Father Stu,No,,15500000,124,7400000,Father Stu,1000.0,movie,Father Stu,Father Stu,2022,124,"Biography,Drama",Father Stu,2022,en,https://image.tmdb.org/t/p/w500/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg,Drama,US
384,The Match,tt13498824,The Match // __,Yes,,14400000,115,7400000,The Match,1000.0,movie,The Match,Seungbu,2025,115,"Biography,Drama,Sport",The Match,2025,ko,https://image.tmdb.org/t/p/w500/epI43M0kT1FNr2qPXOoke4ux8U1.jpg,Drama,KR
385,Through My Window,tt14463484,Through My Window // A travs de mi ventana,Yes,2022-02-04,14100000,112,7400000,Through My Window,2022.0,movie,Through My Window,A través de mi ventana,2022,116,"Comedy,Drama,Romance",Through My Window,2022,es,https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,Romance|Drama|Comedy,ES
383,The Abyss,tt22016156,The Abyss // Avgrunden,No,2024-02-16,12700000,104,7400000,The Abyss,2024.0,movie,The Abyss,Avgrunden,2023,103,"Action,Drama,Thriller",The Abyss,2023,sv,https://image.tmdb.org/t/p/w500/ta1B8QQ3pBRA0TG8wH0CfgG6vlp.jpg,Thriller|Drama|Action,FI
381,Super Crazy,tt7177720,Super Crazy // Re loca,No,,11700000,90,7400000,Super Crazy,1000.0,movie,Super Crazy,Re loca,2018,94,Comedy,Super Crazy,2018,es,https://image.tmdb.org/t/p/w500/xKT9Mv1SB7pW9TLOcmhcm9BH4Pc.jpg,Comedy,AR
380,Irish Wish,tt21957774,Irish Wish,Yes,2024-03-15,11600000,94,7400000,Irish Wish,2024.0,movie,Irish Wish,Irish Wish,2024,93,"Comedy,Fantasy,Romance",Irish Wish,2024,en,https://image.tmdb.org/t/p/w500/v4Bb70dpIIQoEnZAHnm3nzCPauU.jpg,Romance|Comedy|Fantasy,US
388,The Man from Toronto,tt11671006,The Man from Toronto,Yes,2022-06-24,13700000,113,7300000,The Man from Toronto,2022.0,movie,The Man from Toronto,The Man from Toronto,2022,110,"Action,Adventure,Comedy",The Man from Toronto,2022,en,https://image.tmdb.org/t/p/w500/uTCfTibqtk4f90cC59bLPMOmsfc.jpg,Action|Adventure|Comedy,CA
386,Fatherhood,tt4733624,Fatherhood,Yes,2021-06-18,13500000,109,7300000,Fatherhood,2021.0,movie,Fatherhood,Fatherhood,2021,109,"Comedy,Drama",Fatherhood,2021,en,https://image.tmdb.org/t/p/w500/wvqO1gTAMZIFGi3Ioq1BN6KV95R.jpg,Drama|Comedy,CA
387,Miss Congeniality,tt0212346,Miss Congeniality,No,,13300000,111,7300000,Miss Congeniality,1000.0,movie,Miss Congeniality,Miss Congeniality,2000,109,"Action,Comedy,Crime",Miss Congeniality,2000,en,https://image.tmdb.org/t/p/w500/pat3vKaRlB70he4ghwTMydR4TvP.jpg,Comedy|Crime|Action,US
390,Army of Thieves,tt13024674,Army of Thieves,Yes,2021-10-29,15600000,127,7200000,Army of Thieves,2021.0,movie,Army of Thieves,Army of Thieves,2021,127,"Action,Comedy,Crime",Army of Thieves,2021,en,https://image.tmdb.org/t/p/w500/j04Oepj3LGTWSb1ltXm0pcy50Xq.jpg,Action|Crime|Comedy,DE
393,The Ice Road,tt3758814,The Ice Road,No,2021-06-25,13000000,108,7200000,The Ice Road,2021.0,movie,The Ice Road,The Ice Road,2021,109,"Action,Adventure,Thriller",The Ice Road,2021,en,https://image.tmdb.org/t/p/w500/gl1dlX9sKYpiKujq80Yxve7l4yg.jpg,Action|Thriller,CA
389,Anacondas: The Hunt for the Blood Orchid,tt0366174,Anacondas: The Hunt for the Blood Orchid,No,,11700000,96,7200000,Anacondas: The Hunt for the Blood Orchid,1000.0,movie,Anacondas: The Hunt for the Blood Orchid,Anacondas: The Hunt for the Blood Orchid,2004,97,"Action,Adventure,Horror",Anacondas: The Hunt for the Blood Orchid,2004,en,https://image.tmdb.org/t/p/w500/ceMVASYCqV8dcdh20AcWf0lrJ8g.jpg,Adventure|Horror|Thriller,US
391,Find Me Falling,tt19862722,Find Me Falling,Yes,2024-07-19,11300000,94,7200000,Find Me Falling,2024.0,movie,Find Me Falling,Find Me Falling,2024,93,"Comedy,Music,Romance",Find Me Falling,2024,en,https://image.tmdb.org/t/p/w500/pMWpIPJgL4lYNKxSVMRDFWITeMW.jpg,Romance|Comedy|Music,CY
394,The Weekend Away,tt14817272,The Weekend Away,Yes,2022-03-03,10900000,90,7200000,The Weekend Away,2022.0,movie,The Weekend Away,The Weekend Away,2022,89,"Crime,Drama,Mystery",The Weekend Away,2022,en,https://image.tmdb.org/t/p/w500/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,Thriller|Mystery,GB
392,Mercy,tt26439204,Mercy (2023),No,,10200000,85,7200000,Mercy,2023.0,movie,Mercy,Mercy,2023,85,"Action,Drama",Mercy,2023,en,https://image.tmdb.org/t/p/w500/8voINwqMlscROrjhN97fGkmhvEV.jpg,Action|Mystery|Thriller,CA
398,The Irishman,tt1302006,The Irishman,Yes,2019-11-27,24800000,209,7100000,The Irishman,2019.0,movie,The Irishman,The Irishman,2019,209,"Biography,Crime,Drama",The Irishman,2019,en,https://image.tmdb.org/t/p/w500/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,Crime|Drama|History,US
399,The Lego Movie,tt1490017,The Lego Movie,No,,11900000,100,7100000,The Lego Movie,1000.0,movie,The Lego Movie,The Lego Movie,2014,100,"Action,Adventure,Animation",The Lego Movie,2014,en,https://image.tmdb.org/t/p/w500/lbctonEnewCYZ4FYoTZhs8cidAl.jpg,Animation|Family|Adventure|Comedy|Fantasy,AU
397,Ready or Not,tt7798634,Ready or Not (2019),No,,11400000,95,7100000,Ready or Not,2019.0,movie,Ready or Not,Ready or Not,2019,95,"Action,Comedy,Horror",Ready or Not,2019,en,https://image.tmdb.org/t/p/w500/oJD9KQFoObZmxAS1je56SIFVNJt.jpg,Horror|Comedy,US
396,Mikaela,tt32095441,Mikaela,No,2025-06-06,10700000,90,7100000,Mikaela,2025.0,movie,Mikaela,Mikaela,2025,90,"Action,Adventure,Thriller",Mikaela,2025,es,https://image.tmdb.org/t/p/w500/xG8olkWOmoW78GbozKbS2UxYGEo.jpg,Action|Thriller|Adventure,ES
395,American Murder: The Family Next Door,tt12987894,American Murder: The Family Next Door,Yes,2020-09-30,10000000,83,7100000,American Murder: The Family Next Door,2020.0,movie,American Murder: The Family Next Door,American Murder: The Family Next Door,2020,83,"Crime,Documentary",American Murder: The Family Next Door,2020,en,https://image.tmdb.org/t/p/w500/jjs3hE3mQlVGTX3u5ZH2EJBJpf3.jpg,Documentary,US
401,The Dark Knight,tt0468569,The Dark Knight (2008),No,,17800000,152,7000000,The Dark Knight,2008.0,movie,The Dark Knight,The Dark Knight,2008,152,"Action,Crime,Drama",The Dark Knight,2008,en,https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,Drama|Action|Crime|Thriller,GB
400,Baywatch,tt1469304,Baywatch (2017),No,,13700000,116,7000000,Baywatch,2017.0,movie,Baywatch,Baywatch,2017,116,"Action,Comedy,Crime",Baywatch,2017,en,https://image.tmdb.org/t/p/w500/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,Comedy|Action|Crime,US
403,You Are So Not Invited to My Bat Mitzvah,tt21276878,You Are So Not Invited to My Bat Mitzvah,Yes,2023-08-25,12100000,103,7000000,You Are So Not Invited to My Bat Mitzvah,2023.0,movie,You Are So Not Invited to My Bat Mitzvah,You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,You Are So Not Invited to My Bat Mitzvah,2023,en,https://image.tmdb.org/t/p/w500/ukpifWBW2xEmMtJX4bCpoNpWEr2.jpg,Comedy,US
402,The Hard Way,tt9815714,The Hard Way (2019),Yes,,11000000,94,7000000,The Hard Way,2019.0,movie,The Hard Way,The Hard Way,2019,92,Action,The Hard Way,2019,en,https://image.tmdb.org/t/p/w500/hqkqvEkbwLYT1LIgyeK1FcD5Beu.jpg,Action,US
408,Retro,tt31945132,Retro,No,,18800000,162,6900000,Retro,1000.0,movie,Retro,Retro,2025,168,"Action,Crime,Drama",Retro,2025,ta,https://image.tmdb.org/t/p/w500/yGv62UIUfjrEUlItYPJXb1zU0lB.jpg,Romance|Action|Drama|Crime,IN
412,VidaaMuyarchi,tt18926098,VidaaMuyarchi,No,,17400000,151,6900000,VidaaMuyarchi,1000.0,movie,VidaaMuyarchi,VidaaMuyarchi,2025,154,"Action,Crime,Drama",Vidaamuyarchi,2025,ta,https://image.tmdb.org/t/p/w500/yx7AYFLoupzBfdfEAlDFuOiei2A.jpg,Action|Drama|Mystery|Thriller|Crime,IN
407,Rebel Moon Ñ Part One: A Child of Fire,tt14998742,Rebel Moon Ñ Part One: A Child of Fire,Yes,2023-12-21,15600000,134,6900000,Rebel Moon Ñ Part One: A Child of Fire,2023.0,movie,Rebel Moon - Part One: A Child of Fire,Rebel Moon - Part One: A Child of Fire,2023,133,"Action,Adventure,Drama",Rebel Moon - Part One: A Child of Fire,2023,en,https://image.tmdb.org/t/p/w500/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,Science Fiction|Action|Adventure,US
410,The Highwaymen,tt1860242,The Highwaymen,Yes,2019-03-29,15100000,133,6900000,The Highwaymen,2019.0,movie,The Highwaymen,The Highwaymen,2019,132,"Biography,Crime,Drama",The Highwaymen,2019,en,https://image.tmdb.org/t/p/w500/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,Crime|Drama|Thriller,US
405,"Hello, Love, Again",tt32401874,"Hello, Love, Again",Yes,,14100000,122,6900000,"Hello, Love, Again",1000.0,movie,"Hello, Love, Again","Hello, Love, Again",2024,122,"Drama,Romance","Hello, Love, Again",2024,tl,https://image.tmdb.org/t/p/w500/7R940b9RNNKLDrAI1GmCjOd5ta.jpg,Romance|Drama,PH
406,Hustle,tt8009428,Hustle,Yes,2022-06-08,13600000,117,6900000,Hustle,2022.0,movie,Hustle,Hustle,2022,117,"Comedy,Drama,Sport",Hustle,2022,en,https://image.tmdb.org/t/p/w500/xWic7kPq13oRxYjbGLApXCnc7pz.jpg,Drama|Comedy,US
411,Troll,tt11116912,Troll,Yes,2022-12-01,11900000,104,6900000,Troll,2022.0,movie,Troll,Troll,2022,101,"Action,Adventure,Drama",Troll,2022,no,https://image.tmdb.org/t/p/w500/ulgKdif3ubMACDltr8VZy6fyVjW.jpg,Fantasy|Action|Adventure,NO
409,Semi-Soeter,tt10727696,Semi-Soeter,Yes,2025-06-20,10700000,1:33,6900000,Semi-Soeter,2025.0,movie,Semi-Soeter,Semi-Soeter,2025,92,Comedy,Semi-Soeter,2025,af,https://image.tmdb.org/t/p/w500/xTJXvW3u16MwMwGYnG1k2R96zYS.jpg,Romance|Comedy,ZA
404,Harold and the Purple Crayon,tt1609486,Harold and the Purple Crayon (2024),No,,10300000,90,6900000,Harold and the Purple Crayon,2024.0,movie,Harold and the Purple Crayon,Harold and the Purple Crayon,2024,90,"Adventure,Animation,Comedy",Harold and the Purple Crayon,2024,en,https://image.tmdb.org/t/p/w500/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,Family|Comedy|Adventure|Fantasy,US
417,Inglourious Basterds,tt0361748,Inglourious Basterds,No,,17300000,153,6800000,Inglourious Basterds,1000.0,movie,Inglourious Basterds,Inglourious Basterds,2009,153,"Adventure,Drama,War",Inglourious Basterds,2009,en,https://image.tmdb.org/t/p/w500/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,Drama|Thriller|War,DE
413,Army of the Dead,tt0993840,Army of the Dead,Yes,2021-05-21,16700000,148,6800000,Army of the Dead,2021.0,movie,Army of the Dead,Army of the Dead,2021,148,"Action,Adventure,Crime",Army of the Dead,2021,en,https://image.tmdb.org/t/p/w500/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,Crime|Action|Horror,US
415,Don't Look Up,tt11286314,Don't Look Up,Yes,2021-12-24,16200000,138,6800000,Don't Look Up,2021.0,movie,Don't Look Up,Don't Look Up,2021,138,"Comedy,Drama,Sci-Fi",Don't Look Up,2021,en,https://image.tmdb.org/t/p/w500/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,Comedy|Science Fiction,US
419,Raid 2,tt28089700,Raid 2 // ___ 2,Yes,,15600000,139,6800000,Raid 2,1000.0,movie,Raid 2,Raid 2,2025,145,"Crime,Drama,Thriller",Raid 2,2025,hi,https://image.tmdb.org/t/p/w500/562SAxZP1sLuYqDDTuODu3hdGyx.jpg,Crime|Drama|Thriller,IN
420,Reptile,tt13274016,Reptile,Yes,2023-09-29,15500000,136,6800000,Reptile,2023.0,movie,Reptile,Reptile,2023,134,"Crime,Drama,Mystery",Reptile,2023,en,https://image.tmdb.org/t/p/w500/bk4WUvoXSqPQGrhOAtt3AR0sUZf.jpg,Crime|Mystery|Thriller|Drama,US
0,Mea Culpa,tt26861992,Mea Culpa,Yes,2024-02-23,13500000,120,6800000,Mea Culpa,2024.0,movie,My Fault,Mea Culpa,2024,120,"Crime,Drama,Thriller",Mea Culpa,2024,en,https://image.tmdb.org/t/p/w500/roxD9VCTTXYfPjVj9HiSC5IMtc7.jpg,Drama|Crime|Thriller,US
414,Badland Hunters,tt29722855,Badland Hunters // __,Yes,2024-01-26,12400000,107,6800000,Badland Hunters,2024.0,movie,Badland Hunters,Hwangya,2024,107,"Action,Adventure,Crime",Badland Hunters,2024,ko,https://image.tmdb.org/t/p/w500/zVMyvNowgbsBAL6O6esWfRpAcOb.jpg,Action|Adventure|Thriller|Horror,KR
418,Nowhere,tt15789472,Nowhere,Yes,2023-09-29,12300000,109,6800000,Nowhere,2023.0,movie,Nowhere,Nowhere,2023,109,"Drama,Thriller",Nowhere,2023,es,https://image.tmdb.org/t/p/w500/8uvCXfpaU1VveV5w9h05OxN0zdN.jpg,Thriller|Drama,ES
416,Emily the Criminal,tt15255876,Emily the Criminal,No,,11000000,97,6800000,Emily the Criminal,1000.0,movie,Emily the Criminal,Emily the Criminal,2022,97,"Crime,Drama,Mystery",Emily the Criminal,2022,en,https://image.tmdb.org/t/p/w500/iZvzMpREGiqDQ5eYbx8z70qPgst.jpg,Crime|Drama|Thriller,US
421,Talk to Me,tt10638522,Talk to Me (2022),No,,10700000,95,6800000,Talk to Me,2022.0,movie,Talk to Me,Talk to Me,2022,95,"Horror,Thriller",Talk to Me,2023,en,https://image.tmdb.org/t/p/w500/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,Horror,AU
422,The SpongeBob SquarePants Movie,tt0345950,The SpongeBob SquarePants Movie,No,,10100000,87,6800000,The SpongeBob SquarePants Movie,1000.0,movie,The SpongeBob SquarePants Movie,The SpongeBob SquarePants Movie,2004,87,"Adventure,Animation,Comedy",The SpongeBob SquarePants Movie,2004,en,https://image.tmdb.org/t/p/w500/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg,Family|Comedy|Adventure|Animation,US
425,Heart of Stone,tt13603966,Heart of Stone,Yes,2023-08-11,14000000,122,6700000,Heart of Stone,2023.0,movie,Heart of Stone,Heart of Stone,2023,122,"Action,Crime,Thriller",Heart of Stone,2023,en,https://image.tmdb.org/t/p/w500/vB8o2p4ETnrfiWEgVxHmHWP9yRl.jpg,Thriller|Action,US
424,Escape from Alcatraz,tt0079116,Escape from Alcatraz,No,,12600000,113,6700000,Escape from Alcatraz,1000.0,movie,Escape from Alcatraz,Escape from Alcatraz,1979,112,"Biography,Crime,Drama",Escape from Alcatraz,1979,en,https://image.tmdb.org/t/p/w500/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,Drama|Thriller,US
427,Venom,tt1270797,Venom (2018),No,,12500000,112,6700000,Venom,2018.0,movie,Venom,Venom,2018,112,"Action,Adventure,Sci-Fi",Venom,2018,en,https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,Science Fiction|Action,CN
426,Rambo: Last Blood,tt1206885,Rambo: Last Blood,No,,11200000,89,6700000,Rambo: Last Blood,1000.0,movie,Rambo: Last Blood,Rambo: Last Blood,2019,89,"Action,Crime,Thriller",Rambo: Last Blood,2019,en,https://image.tmdb.org/t/p/w500/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,Action|Thriller|Drama,CN
423,Air Force Elite: Thunderbirds,tt35628532,Air Force Elite: Thunderbirds,Yes,2025-05-23,10100000,91,6700000,Air Force Elite: Thunderbirds,2025.0,movie,Air Force Elite: Thunderbirds,Air Force Elite: Thunderbirds,2025,91,Documentary,Air Force Elite: Thunderbirds,2025,en,https://image.tmdb.org/t/p/w500/uIOzHM90VlEAagZAgwjXSimll20.jpg,Documentary,US
432,Pitch Perfect,tt1981677,Pitch Perfect,No,,12400000,112,6600000,Pitch Perfect,1000.0,movie,Pitch Perfect,Pitch Perfect,2012,112,"Comedy,Music,Romance",Pitch Perfect,2012,en,https://image.tmdb.org/t/p/w500/gsFoJk9g8W3zgaipRrrURk7LbiF.jpg,Comedy|Music|Romance,US
430,Interceptor,tt14174940,Interceptor,Yes,2022-06-03,10900000,98,6600000,Interceptor,2022.0,movie,Interceptor,Interceptor,2022,99,"Action,Adventure,Drama",Interceptor,2022,en,https://image.tmdb.org/t/p/w500/jBKNAfANo4e3rzJtb7aHfYNd7b3.jpg,Action|Thriller|Adventure,AU
